曾有確診或疑似2019冠狀病毒病個案的大廈名單 
曾有確診或疑似個案居住過的住宅大廈名單 
(註: 大廈會在報告日期起計保留在名單內 14天。) 
 
地區 大廈名單 相關確診/疑似個案編號 
九龍城 寶石戲院大廈 A座 22/07/2020 2121 
黃大仙 彩輝邨 22/07/2020 2135 
深水埗 青山道258號 22/07/2020 2140 
荃灣 悅來酒店 22/07/2020 2141 
油尖旺 創興廣場 盈館 22/07/2020 2148 
沙田 樓上集團中心 22/07/2020 2150 
沙田 耀安商場 22/07/2020 2151 
九龍城 富高工業中心 22/07/2020 2152 
屯門 雅都商場 22/07/2020 2154 
葵青 禎昌工業大廈 22/07/2020 2156 
屯門 時代廣場 大快活 22/07/2020 2172 
元朗 天瑞廣場 大師傅粥 22/07/2020 2172 
品 
油尖旺 美麗華廣場 2期 葡 22/07/2020 2175 
匯咪走雞葡國餐廳 
屯門 V City 謝謝儂 22/07/2020 2176 
屯門 V City 羅麥記 22/07/2020 2176 
北區 行樂坊 22/07/2020 2179 
元朗 天耀一邨耀逸樓 22/07/2020 2208 
元朗 唐人新村路 1號 唐 22/07/2020 2213 
中西區 上環市政大廈 22/07/2020 2225 
中西區 信德中心西座 22/07/2020 2225 
東區 東豪大廈 22/07/2020 2225 
荃灣 麗城花園第1期 22/07/2020 2225 
油尖旺 山東街 88號 門角 22/07/2020 2234 
深水埗 美孚新邨六期 22/07/2020 2267 
黃大仙 東頭邨 彩翠軒海鮮 22/07/2020 2275 
酒家 
北區 粉嶺名都商場    22/07/2020 2357 
海皇粥店 
西貢 西貢街市 22/07/2020 2359 
油尖旺 立信大廈 22/07/2020 2376 
灣仔 友光大廈 22/07/2020 2387 
灣仔 堅拿道西10號 22/07/2020 2387 
60 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
離島 竹篙灣消防局暨救 22/07/2020 2391 
護站 
離島 挪亞方舟 22/07/2020 2391 
離島 梅窩消防局 22/07/2020 2391 
灣仔 灣仔商業中心 雅園 22/07/2020 2411 
餐廳小廚 
中西區 西營盤街市 22/07/2020 2414 
觀塘 曉麗苑商場 22/07/2020 2449 
屯門 金銘大廈 22/07/2020 2458 
屯門 金寶大廈 22/07/2020 2458 
葵青 華達工業中心 22/07/2020 2461 
油尖旺 西洋菜南街 60號 22/07/2020 2529 
北區 上水中心購物商場 22/07/2020 2542 
西貢 調景嶺港鐵站 22/07/2020 2618 
九龍城 家維邨家興樓 22/07/2020 2650 
北區 嘉福邨商場 22/07/2020 2706 
觀塘 啓田大廈 譚仔雲南 22/07/2020 2710 
米線 
東區 愛東商場 22/07/2020 2714 
東區 愛東商場 大家樂 22/07/2020 2714 
中西區 威享大廈 22/07/2020 2768 
荃灣 南豐中心 22/07/2020 2771 
九龍城 龍珠商場 22/07/2020 2784 
屯門 明偉大樓 坤記粥店 22/07/2020 2784 
東區 太古坊濠豐大廈 22/07/2020 2787 
東區 祥利工業大廈 22/07/2020 2788 
東區 箕灣道114號 22/07/2020 2788 
西貢 德隆後街20號 22/07/2020 2802 
九龍城 益發大廈 永利餐廳 22/07/2020 2916 
油尖旺 香港文化中心行政 22/07/2020 2990 
大樓 
灣仔 銅鑼灣廣場二期 名 22/07/2020 3027 
苑酒家 
深水埗 北河街街市及熟食 22/07/2020 1435, 1558, 1980, 
中心 1997, 2234 
61 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
沙田 新翠商場 22/07/2020 1536, 2075, 2294 
深水埗 又一城 22/07/2020 1594, 1699, 1786, 
1896, 2099 
荃灣 楊屋道市政大廈 22/07/2020 1652, 1859, 2196, 
2261, 2239 
油尖旺 港威商場 22/07/2020 1746, 1771, 2227 
cookedDeli by 
city'super 
西貢 東港城 22/07/2020 1751, 2099, 2140, 
2330 
觀塘 秀茂坪商場 22/07/2020 1863, 1865, 1897, 
2031, 2035, 2071, 
2449, 2623 
黃大仙 鳳德邨銀鳳樓 22/07/2020 1868, 2724 
南區 東華三院賽馬會復 22/07/2020 1908, 2754 
康中心B座 
屯門 時代廣場 22/07/2020 2038, 2773 
屯門 翠林花園商場 22/07/2020 2154, 2374 
離島 大嶼山收費廣場行 22/07/2020 2208, 2392 
政大樓 
黃大仙 現崇山商場 22/07/2020 2214, 2240 
中西區 萬邦行 22/07/2020 2485, 2529 
灣仔 香港銅鑼灣皇冠假 23/07/2020 2059 
日酒店 
北區 加州花園會所 23/07/2020 2162 
北區 華明商場 皇庭匯 23/07/2020 2264 
灣仔 銅鑼灣廣埸二期 23/07/2020 2268 
元朗 合益廣場 23/07/2020 2286 
元朗 同樂街22號 23/07/2020 2286 
元朗 豐興樓 23/07/2020 2286 
灣仔 中國恒大中心 23/07/2020 2291 
灣仔 美暉大廈 樂樺工房 23/07/2020 2291 
油尖旺 大同新邨大貴樓 譚 23/07/2020 2291 
仔三哥米線 
油尖旺 新九龍廣場 八方雲 23/07/2020 2291 
集鍋貼水餃專門店 
62 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
油尖旺 新九龍廣場 意樂餐 23/07/2020 2291 
廳 
九龍城 德裕閣 甜麥麥麵包 23/07/2020 2296 
西餅 
東區 康怡廣場辦公大樓 23/07/2020 2299 
中西區 卑路乍街 3號 德記 23/07/2020 2308 
潮州菜館 
離島 長洲消防局 23/07/2020 2309 
離島 國泰航空貨運站 23/07/2020 2314 
荃灣 安安大樓 佳坊 23/07/2020 2318 
荃灣 荃灣廣場 鴻星中菜 23/07/2020 2318 
荃灣 楊屋道79號 23/07/2020 2318 
油尖旺 順昌樓 616牛肉火 23/07/2020 2318 
鍋專門店 
油尖旺 歐美廣場 老川皇 23/07/2020 2318 
九龍城 定安大廈 萬豪漁港 23/07/2020 2322 
油尖旺 福泰大廈 23/07/2020 2337 
油尖旺 東海商業中心 23/07/2020 2345 
東區 健康村2期 23/07/2020 2347 
九龍城 黃埔花園紅棉苑 5 23/07/2020 2349 
座 
大埔 汀角路第6約 23/07/2020 2351 
1211S.D.地段大南
樓 
大埔 汀角樓 23/07/2020 2394 
油尖旺 普基商業中心 23/07/2020 2424 
油尖旺 奧海城1期 23/07/2020 2424 
油尖旺 奧海城 1期 糖心軒 23/07/2020 2424 
觀塘 官塘立成大廈    23/07/2020 2450 
大師傅粥品 
深水埗 青山道152A號   23/07/2020 2483 
德記粉麵茶餐廳 
深水埗 新高登電腦廣場 23/07/2020 2483 
屯門 啟豐商場 23/07/2020 2492 
觀塘 悅品海景酒店.觀塘 23/07/2020 2524 
63 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
觀塘 九龍灣國際展貿中 23/07/2020 2531 
心 
觀塘 宏利金融中心 A座 23/07/2020 2535 
Japanese x Korean 
Library 
油尖旺 恒生尖沙咀大廈 23/07/2020 2538 
油尖旺 國際廣場 23/07/2020 2538 
九龍城 何文田政府合署 23/07/2020 2570 
深水埗 億京廣場 23/07/2020 2617 
油尖旺 大角咀市政大廈 23/07/2020 2622 
沙田 積達樓 老表雲吞麵 23/07/2020 2634 
油尖旺 通菜街169號 23/07/2020 2666 
黃大仙 彩雲商場三期 23/07/2020 2680 
深水埗 同德大廈 23/07/2020 2686 
深水埗 金華大廈 23/07/2020 2686 
荃灣 荃豐中心 23/07/2020 2689 
離島 索罟灣水泥廠 23/07/2020 2755 
灣仔 灣仔電腦城 23/07/2020 2784 
油尖旺 旺角電腦中心 23/07/2020 2784 
西貢 普通道14號A    23/07/2020 2802 
永和海鮮酒家 
觀塘 大本型 23/07/2020 2829 
大埔 富亨商場 23/07/2020 2854 
深水埗 寶血醫院 23/07/2020 2960 
葵青 港鐵葵芳站 23/07/2020 2961 
葵青 新葵芳花園 23/07/2020 2961 
灣仔 希慎廣場 23/07/2020 3179 
西貢 將軍澳中心(商場) 23/07/2020 1375, 1437, 1465, 
1592, 2370, 2627 
黃大仙 慈正商場2期 23/07/2020 1552, 1662, 2345, 
2349 
油尖旺 香港九龍諾富特酒 23/07/2020 1633, 2441 
店 
觀塘 德福廣場 23/07/2020 1710, 2044, 2345 
油尖旺 騏生商業中心 23/07/2020 1837, 2538 
64 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
觀塘 牛頭角市政大廈 23/07/2020 1853, 2578, 2666 
沙田 美林商場 翠河餐廳 23/07/2020 1978, 2348, 2453 
屯門 卓爾廣場 23/07/2020 2177, 2598 
油尖旺 亞太中心 23/07/2020 2249, 2538 
葵青 下葵涌分科診所及 23/07/2020 2261, 2262, 2600, 
特殊教育服務中心 2878, 2919 
灣仔 修頓中心 23/07/2020 2268, 2850 
油尖旺 銀城廣場 23/07/2020 2289, 2476, 2765 
觀塘 創紀之城 3期 23/07/2020 2396, 2434, 2535, 
2635, 2720, 2742, 
2811, 2822, 2854, 
2894, 2927, 2953, 
2982, 3405 
中西區 中環李錦記 23/07/2020 2418, 2419 
沙田 新城市廣場一期  23/07/2020 台灣衛生福利部疾病管
鼎泰豐 制署通報的個案 
葵青 長發廣場青衣市場 24/07/2020 2389 
油尖旺 星光行 麥當勞 24/07/2020 2399 
九龍城 龍珠樓 24/07/2020 2401 
元朗 偉記燒烤樂園 24/07/2020 2410 
灣仔 協生大廈 雲桂川風 24/07/2020 2411 
味米線 
西貢 新都城中心一期 靠 24/07/2020 2412 
得住粥麵小館 
屯門 卓爾廣場 大快活 24/07/2020 2421 
荃灣 石圍角邨商場 24/07/2020 2443 
觀塘 啟業商場 翠河餐廳 24/07/2020 2446 
油尖旺 銀座廣場 洪師傅牛 24/07/2020 2475 
肉麵 
深水埗 西九龍中心 24/07/2020 2482 
大埔 大埔廣場 爭鮮迴轉 24/07/2020 2486 
壽司 
觀塘 裕民中心 名門讌客 24/07/2020 2496 
油尖旺 香港基督教青年會 24/07/2020 2538 
Mall Café 
65 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
北區 聯和市場 24/07/2020 2548 
灣仔 百利保廣場 鼎泰豐 24/07/2020 2584 
灣仔 熙華大廈 東園酒家 24/07/2020 2595 
宴會廳 
油尖旺 嘉美樓 24/07/2020 2615 
北區 香港耀能協會賽馬 24/07/2020 2633 
會白普理華心護康
中心 
觀塘 翠屏商場 24/07/2020 2655 
中西區 錦甡大廈 24/07/2020 2656 
西貢 寶盈花園商場 24/07/2020 2670 
屯門 大興邨興泰樓附翼 24/07/2020 2685 
大厦 
屯門 屯門警署 24/07/2020 2686 
大埔 新達廣場 大家樂 24/07/2020 2692 
元朗 蝦尾新村路 華嫂冰 24/07/2020 2696 
室 
北區 華明邨信明樓地下 24/07/2020 2698 
及一樓一號 
觀塘 樂華商場 麥當勞 24/07/2020 2709 
元朗 兆豐樓 24/07/2020 2722 
荃灣 南豐紗廠 新大光燈 24/07/2020 2751 
荃灣 荃德花園 今福上海 24/07/2020 2751 
美食坊 
荃灣 達貿中心 24/07/2020 2751 
南區 西安街4號 24/07/2020 2754 
中西區 卑路乍街 17-35號 24/07/2020 2768 
觀塘 觀塘廣場 24/07/2020 2784 
觀塘 翠屏北商場 24/07/2020 2807 
屯門 建生商場 24/07/2020 2819 
中西區 加列山道34號 24/07/2020 2822 
東區 富怡花園 24/07/2020 2824 
油尖旺 新填地街 250-254 24/07/2020 2866 
號 海記燒臘飯店 
沙田 帝都酒店 24/07/2020 2882 
66 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
東區 威德閣 半島冰室 24/07/2020 2890 
東區 康澤花園 麥當勞 24/07/2020 2890 
九龍城 愛民廣場 大快活 24/07/2020 2900 
九龍城 愛民廣場 地道館車 24/07/2020 2900 
仔麵 
油尖旺 新世紀廣場 食代館 24/07/2020 2916 
灣仔 翡翠明珠廣場 24/07/2020 2943 
油尖旺 麗英大廈 24/07/2020 2960 
油尖旺 香港九龍維景酒店 24/07/2020 2973 
觀塘 德福花園I座 24/07/2020 2994 
觀塘 德福廣場二期 24/07/2020 3016 
西貢 港鐵調景嶺站 24/07/2020 3155 
中西區 豐業大廈 24/07/2020 3158 
沙田 大圍村西巷 41號 24/07/2020 3162 
觀塘 APM 24/07/2020 3198 
觀塘 坪石邨街市 24/07/2020 1455, 1710, 2674 
九龍城 土瓜灣市政大廈暨 24/07/2020 1498, 1620, 1716, 
政府合署 1754, 2265, 2296, 
2322, 2338, 2496 
觀塘 瑞和街市政大廈 24/07/2020 1512, 1672, 1802, 
1884, 2124, 2849 
黃大仙 竹園廣場 24/07/2020 1547, 1750, 1939, 
2104, 2803 
深水埗 北河街市政大廈 24/07/2020 1557, 1608, 1611, 
1808, 1852, 1905, 
1926, 1927, 2056, 
2057, 2140, 2186, 
2283, 2292, 2482, 
2652 
觀塘 麗晶商場 大快活 24/07/2020 1808, 2448 
觀塘 啟業商場 24/07/2020 1809, 1836, 2446 
葵青 葵涌廣場 24/07/2020 1820, 1996, 2332, 
2455, 2465, 2602 
觀塘 鯉魚門廣場 24/07/2020 1868, 2425, 2647, 
2656 
67 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
觀塘 坪石邨鑽石樓 24/07/2020 1904, 3290 
灣仔 聖保祿醫院 24/07/2020 2029, 2657 
深水埗 百老匯街25號   24/07/2020 2089, 2437 
美味小廚茶餐廳 
大埔 昌運中心 麥當勞 24/07/2020 2090, 2854 
九龍城 愛民廣場        24/07/2020 2110, 2900 
百份百餐廳 
中西區 歐陸貿易中心 24/07/2020 2143, 2522 
東區 渣華道市政大廈 24/07/2020 2299, 2468 
屯門 屯門濾水廠 24/07/2020 2374, 2421, 2615 
油尖旺 鴻祥大廈 囍運冰室 24/07/2020 2386, 2689 
中西區 華懋廣場II期 24/07/2020 2389, 2489 
沙田 積富街89號 24/07/2020 2433, 2583 
觀塘 秀茂坪商場 大家樂 24/07/2020 2440, 2449 
南區 香港大學大學堂宿 24/07/2020 2485, 2561 
舍 
觀塘 順利紀律部隊宿舍 24/07/2020 2494, 2496 
商場 
北區 蓬瀛仙館 24/07/2020 2495, 2717, 2843 
屯門 景峰花園商場 24/07/2020 2590, 2592, 3090 
九龍城 世界殯儀館 25/07/2020 2395 
灣仔 皇悦酒店 25/07/2020 2411 
南區 香港瑞思酒店 25/07/2020 2485 
灣仔 勝意大樓 25/07/2020 2490 
荃灣 象山邨翠山樓 25/07/2020 2509 
荃灣 象山商場 25/07/2020 2509 
西貢 香港九龍東皇冠假 25/07/2020 2536 
日酒店 
油尖旺 仕德福山景酒店 25/07/2020 2536 
九龍城 香港電台廣播大廈 25/07/2020 2539 
油尖旺 健峰保險大廈 金滿 25/07/2020 2540 
樓 
九龍城 峰景軒 25/07/2020 2546 
68 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
油尖旺 新世紀廣場 25/07/2020 2546 
Outback 
Steakhouse 
灣仔 合和中心 薈軒 25/07/2020 2559 
灣仔 春園大廈 25/07/2020 2559 
九龍城 康強大廈 25/07/2020 2569 
油尖旺 半島中心 德興酒家 25/07/2020 2572 
沙田 隆亨邨善心樓 25/07/2020 2580 
深水埗 海關船隊基地 25/07/2020 2597 
葵青 美華工業大廈 25/07/2020 2599 
中西區 卿旺大廈 翠湖海鮮 25/07/2020 2602 
酒家 
葵青 荔景村日景樓 復興 25/07/2020 2602 
粥麵專家 
葵青 葵芳廣場 客滿庭 25/07/2020 2602 
中西區 五福大廈 Little 25/07/2020 2603 
Creatures 
觀塘 晨光大廈 譚仔三哥 25/07/2020 2603 
米線 
荃灣 海韻花園商場 25/07/2020 2624 
沙田 東莞工商總會劉百 25/07/2020 2634 
樂中學 
東區 海寧大廈 25/07/2020 2658 
東區 譽都 25/07/2020 2677 
黃大仙 彩雲(一)邨長波樓 25/07/2020 2680 
觀塘 啓田商場 25/07/2020 2710 
觀塘 順天邨天瑤樓 25/07/2020 2737 
沙田 駿景園5座 25/07/2020 2742 
屯門 嘉喜利大廈 25/07/2020 2759 
中西區 太子大廈 25/07/2020 2768 
深水埗 萬事達廣場 25/07/2020 2771 
灣仔 樂聲大廈 25/07/2020 2812 
沙田 隆亨商場 25/07/2020 2815 
沙田 美林商場 25/07/2020 2816 
中西區 置地廣場 25/07/2020 2824 
69 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
油尖旺 鎮海商業大廈 25/07/2020 2824 
油尖旺 良友大廈 25/07/2020 2847 
沙田 港鐵大圍站 25/07/2020 2854 
大埔 昌運中心商場 Here 25/07/2020 2854 
荃灣 大鴻輝(荃灣)中心 25/07/2020 2878 
大埔 奇華生產中心 25/07/2020 2912 
沙田 連城廣場 小南洋 25/07/2020 2916 
灣仔 莊士企業大廈 星月 25/07/2020 2960 
居 
屯門 賽馬會屯門盲人安 25/07/2020 2970 
老院 
南區 美利樓 帝樂 - 德 25/07/2020 3070 
國餐廳 
葵青 恆亞中心 25/07/2020 3077 
荃灣 仁蕙苑 秘Secret 25/07/2020 3097 
Chefs 
東區 柴灣市政大廈 25/07/2020 3155 
沙田 港鐵大圍站 大快活 25/07/2020 3162 
荃灣 海濱花園 金莎堡茶 25/07/2020 3179 
餐廳 
黃大仙 金池徑 26號 幸福 25/07/2020 3290 
茶餐廳 
黃大仙 大成街街市 25/07/2020 1439,1599, 1618, 
1757, 1914, 2275, 
2415, 2423, 2510, 
2792 
葵青 荃灣帝盛酒店 25/07/2020 1464, 1938, 2614 
西貢 TKO Gateway 25/07/2020 1590, 1983, 2123, 
2330, 2479, 2572, 
2670 
大埔 昌運中心 25/07/2020 1806, 2090, 2617, 
2854 
九龍城 黃埔號 25/07/2020 1848, 2002, 2244, 
2539, 2579, 2739, 
3193, 3194 
70 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
灣仔 養和醫院 25/07/2020 1848, 2181, 2468, 
2522, 2559 
中西區 海富中心1座 25/07/2020 1864, 1740, 2768 
深水埗 西九龍中心 煌府 25/07/2020 1864, 2540 
九龍城 九龍城市政大廈 25/07/2020 1918, 3051 
北區 石湖墟市政大廈 25/07/2020 1947, 1989, 2053, 
2072, 2179, 2284, 
2393, 2576, 2912 
灣仔 東角中心 25/07/2020 2032, 2857, 2943 
西貢 富康花園商場 25/07/2020 2066, 2537 
油尖旺 創興廣場 25/07/2020 2070, 2540 
油尖旺 南洋中心 百樂門宴 25/07/2020 2083, 2170, 2572 
會廳 
觀塘 協和大廈 25/07/2020 2124, 2849 
沙田 美田商場 25/07/2020 2136, 3105 
北區 龍豐花園商場 25/07/2020 2157, 2178, 2311, 
2912 
油尖旺 雅蘭中心 25/07/2020 2164, 2574 
深水埗 東蘭閣 龍寶酒家 25/07/2020 2201, 2358 
黃大仙 黃大仙中心 25/07/2020 2201, 2380, 2784 
葵青 青衣南消防局 25/07/2020 2391, 2475, 2496, 
2723 
西貢 尚德廣場 25/07/2020 2473, 2608 
西貢 將軍澳廣場 25/07/2020 2537, 2608 
沙田 大圍街市 25/07/2020 2583, 2816 
荃灣 荃灣街市 25/07/2020 2624, 2686 
沙田 連城廣場 25/07/2020 2634, 2696 
九龍城 愛民廣場 25/07/2020 2641, 2900 
元朗 天一商城 25/07/2020 2751, 2752 
東區 養和東區醫療中心 25/07/2020 2822, 2854 
油尖旺 金麗閣 25/07/2020 台灣衛生福利部疾病管
制署通報的個案 
屯門 屯門康麗花園商場 26/07/2020 2649 
油尖旺 嘉康中心 26/07/2020 2651 
東區 新都城大廈 26/07/2020 2658 
71 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
南區 石排灣商場 26/07/2020 2687 
葵青 招商局物流中心 26/07/2020 2690 
葵青 恒景商場 金潮小廚 26/07/2020 2690 
葵青 涌美老屋村 130號 26/07/2020 2690 
名坊 
葵青 華業工業大廈 B座 26/07/2020 2690 
葵青 葵順工業中心 26/07/2020 2690 
葵青 葵興邨興逸樓 26/07/2020 2690 
葵青 福業大廈 利口坊茶 26/07/2020 2690 
餐粉麵小廚 
葵青 鍾意恆勝中心 26/07/2020 2690 
荃灣 海之戀商場 Ruby 26/07/2020 2690 
Tuesday 
觀塘 APM cookedDeli by 26/07/2020 2696 
city'super 
北區 香港浸會園 26/07/2020 2696 
沙田 新城市廣場三期 26/07/2020 2696 
Isaac Toast 
大埔 昌運中心 苑記粉麵 26/07/2020 2696 
茶餐廳 
大埔 新達廣場 敏華冰廳 26/07/2020 2696 
灣仔 海港中心 Triple 26/07/2020 2696 
O's by White Spot 
灣仔 置家中心 26/07/2020 2696 
元朗 福宏街8號 26/07/2020 2696 
九龍城 源成大廈 26/07/2020 2720 
觀塘 美羅中心II 26/07/2020 2725 
深水埗 瑞麗閣 麥當勞 26/07/2020 2728 
油尖旺 旺角維景酒店 26/07/2020 2728 
觀塘 順天邨熟食亭 天發 26/07/2020 2737 
粥麵小廚 
觀塘 APM 錦麗 26/07/2020 2742 
東區 兆寶大廈 26/07/2020 2743 
屯門 三聖熟食中心 南記 26/07/2020 2759 
海鮮飯店 
72 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
屯門 恒福商場 26/07/2020 2759 
中西區 金寶閣 26/07/2020 2767 
深水埗 荔灣街市 26/07/2020 2771 
深水埗 萬事達廣場 麥當勞 26/07/2020 2771 
深水埗 萬事達廣場 銀龍 26/07/2020 2771 
油尖旺 中港城 米線陣 26/07/2020 2790 
油尖旺 招商永隆銀行中心 26/07/2020 2825 
觀塘 油麗商場 26/07/2020 2829 
觀塘 油麗商場 大家樂 26/07/2020 2829 
黃大仙 新蒲崗渣打銀行大 26/07/2020 2832 
廈 容記小菜王 
東區 杏花新城 26/07/2020 2927 
九龍城 建新中心停車場 26/07/2020 2994 
油尖旺 佐敦道 46號 譚仔 26/07/2020 3057 
三哥米線 
東區 康怡廣場 茶木台式 26/07/2020 3070 
休閒餐廳 
東區 太古城中心 26/07/2020 1376, 1752, 2787 
灣仔 入境事務大樓 26/07/2020 1542, 1584, 1765, 
2104, 2134, 2448, 
2696 
北區 聯和墟市政大廈 26/07/2020 1568, 2167, 2357, 
2770 
黃大仙 彩虹邨金碧樓 26/07/2020 1612, 1671, 2009, 
2032, 2766, 2897 
黃大仙 樂富廣場 26/07/2020 1695, 1774, 2191, 
2655, 2786, 2792 
油尖旺 圓方 26/07/2020 1715, 3057 
屯門 富泰商場 26/07/2020 1731, 2649 
九龍城 晴朗商場 金鳳大餐 26/07/2020 1808, 2825 
廳 
深水埗 蘇屋商場 26/07/2020 1817, 2922 
沙田 希爾頓中心 26/07/2020 2012, 2529, 3456 
沙田 隆亨邨榮心樓 26/07/2020 2052, 2224, 2795, 
2882 
73 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
大埔 新達廣場 麥當勞 26/07/2020 2180, 2696 
深水埗 保安道市政大廈 26/07/2020 2234, 2410, 2728 
沙田 恆安商場 26/07/2020 2267, 2697 
荃灣 海之戀商場 26/07/2020 2529, 2690 
觀塘 鯉魚門市政大廈 26/07/2020 2634, 2647, 2656 
九龍城 翔龍灣廣場 27/07/2020 2333 
大埔 慈山寺 27/07/2020 2635 
中西區 安蘭街 Ryota 27/07/2020 2651 
Kappou Modern 
黃大仙 鳳德商場 大家樂 27/07/2020 2778 
黃大仙 鳳德商場 翠河餐廳 27/07/2020 2778 
九龍城 馬頭角道63號 27/07/2020 2783 
油尖旺 新港中心 大食代 27/07/2020 2790 
屯門 建生邨商場 27/07/2020 2819 
屯門 寶田商場 27/07/2020 2819 
灣仔 駱克道151號 27/07/2020 2857 
黃大仙 香港九龍貝爾特酒 27/07/2020 2882 
店 
東區 康翠臺商場 27/07/2020 2927 
離島 逸東商場 27/07/2020 2932 
油尖旺 鴻禧大廈 新記雞粥 27/07/2020 2973 
北區 華明邨信明樓 27/07/2020 2991 
深水埗 天悅廣場 27/07/2020 3038 
東區 樂軒臺 27/07/2020 3074 
觀塘 仁安大廈 27/07/2020 3176 
九龍城 獅子石道17號 27/07/2020 3193 
中西區 長庚大廈 27/07/2020 3281 
葵青 長安邨安濤樓 27/07/2020 3371 
葵青 長發廣場 27/07/2020 3371 
觀塘 麗晶商場 27/07/2020 3385 
深水埗 田氏企業中心 27/07/2020 3456 
九龍城 香港浸信會醫院 27/07/2020 1314, 1364, 1557, 
1644, 1779, 2008, 
2960 
油尖旺 奧海城2期 27/07/2020 2016, 2783 
74 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
東區 西灣河市政大廈 27/07/2020 2200, 2788, 3049 
屯門 黃家圍一台 104、 27/07/2020 2254, 2543, 2586, 
105、106、107、 2938, 2975 
114、115地下及
112-113號 
油尖旺 信和中心 27/07/2020 2398, 3371 
灣仔 鵝頸街市 27/07/2020 2857, 3027 
九龍城 愛民街市 27/07/2020 2900, 3082 
荃灣 梨木樹邨健樹樓 27/07/2020 2919, 2979 
深水埗 美孚新邨 美心MX 28/07/2020 2869 
沙田 萬佛寺 28/07/2020 2899 
九龍城 九龍城廣場 28/07/2020 2918 
荃灣 悅來坊 籽苗葉泰國 28/07/2020 2918 
餐廳 
荃灣 悅來酒店 砂煲兄弟 28/07/2020 2918 
荃灣 荃灣廣場 28/07/2020 2918 
屯門 吉田大廈（第二及 28/07/2020 2956 
三期） 
元朗 嘉湖新北江商場 28/07/2020 2956 
沙田 駿洋邨停車場 28/07/2020 2963 
荃灣 香港港安醫院－荃 28/07/2020 2967 
灣 
油尖旺 鴻都大廈 泰妃雞 28/07/2020 2973 
北區 花都廣場 九龍冰廳 28/07/2020 2991 
北區 聯和墟街市及熟食 28/07/2020 2991 
中心 
大埔 大埔超級城B區 28/07/2020 2991 
大埔 寶湖道街市 28/07/2020 2991 
九龍城 One Victory Peko 28/07/2020 2996 
Peko Eatery 
北區 華心邨華勉樓 28/07/2020 3003 
東區 漁灣街市 28/07/2020 3034 
觀塘 麗港城商場 28/07/2020 3051 
觀塘 麗港城商場 一粥麵 28/07/2020 3051 
觀塘 麗港城商場 大快活 28/07/2020 3051 
75 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
油尖旺 恒成大廈 28/07/2020 3072 
東區 宏德居B座 28/07/2020 3074 
油尖旺 旺角新城 紅茶 28/07/2020 3176 
黃大仙 慈雲山中心 28/07/2020 1311, 1312, 1404, 
1444, 1477, 1491, 
1507, 1508, 1520,  
1538, 1549, 1555, 
1556, 1564, 1565, 
1570, 1579, 1583, 
1586, 1588, 1601, 
1603, 1604, 1622, 
1637, 1643, 1667, 
1669, 1680, 1683, 
1698, 1702, 1703, 
1705, 1709, 1719, 
1720, 1744, 1757, 
1761, 1773, 1775, 
1779, 1786, 1819, 
1845, 1862, 1896, 
1902, 1944, 1956, 
1959, 1963, 2006, 
2121, 2122, 2123, 
2130, 2187, 2237, 
2259, 2273, 2285, 
2298, 2321, 2349, 
2380, 2428, 2738, 
2903, 2994, 3002 
九龍城 晴朗商場 28/07/2020 1695, 2109, 2164, 
2448, 3385 
黃大仙 華基大樓 28/07/2020 1720, 2380, 3002 
大埔 大埔綜合大樓 28/07/2020 1942, 1999, 2120, 
2339, 2991 
大埔 大元商場 28/07/2020 2090, 2854, 2991 
屯門 大興商場 28/07/2020 2119, 2939 
觀塘 安達商場 28/07/2020 2283, 2996 
76 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
